uid,js_divergence,kl_divergence,model_distribution,human_distribution,model_counts,human_counts
65066n,0.5642276169342205,2.7148656921413714,"[0.5, 0.0, 0.5]","[0.02, 0.69, 0.29]","[2.0, 0.0, 2.0]","[2.0, 69.0, 29.0]"
107252c,0.49254894599256693,3.0633741659849103,"[0.75, 0.25, 0.0]","[0.03, 0.8, 0.17]","[3.0, 1.0, 0.0]","[3.0, 80.0, 17.0]"
137715n,0.1573465752569027,0.9635646126819571,"[0.45454545454545453, 0.18181818181818182, 0.36363636363636365]","[0.81, 0.16, 0.03]","[5.0, 2.0, 4.0]","[81.0, 16.0, 3.0]"
121422c,0.7249070885783732,3.05889368896944,"[1.0, 0.0, 0.0]","[0.12, 0.72, 0.16]","[2.0, 0.0, 0.0]","[12.0, 72.0, 16.0]"
62238e,0.3299590627723843,1.7717354639315828,"[0.6666666666666666, 0.0, 0.3333333333333333]","[0.61, 0.38, 0.01]","[6.0, 0.0, 3.0]","[61.0, 38.0, 1.0]"
112402c,0.15539691514814474,0.6383936175235791,"[0.09090909090909091, 0.45454545454545453, 0.45454545454545453]","[0.43, 0.44, 0.13]","[1.0, 5.0, 5.0]","[43.0, 44.0, 13.0]"
6386n,0.2931880668541741,2.37178025372918,"[0.375, 0.125, 0.5]","[0.58, 0.41, 0.01]","[3.0, 1.0, 4.0]","[58.0, 41.0, 1.0]"
76947n,0.05625389455649123,0.24834243595446054,"[0.18181818181818182, 0.45454545454545453, 0.36363636363636365]","[0.34, 0.52, 0.14]","[2.0, 5.0, 4.0]","[34.0, 52.0, 14.0]"
82700c,0.14673922439534812,0.6272098804995625,"[0.0, 0.3333333333333333, 0.6666666666666666]","[0.01, 0.76, 0.23]","[0.0, 2.0, 4.0]","[1.0, 76.0, 23.0]"
14459n,0.42809001437343075,1.516980934333135,"[0.75, 0.0, 0.25]","[0.34, 0.62, 0.04]","[12.0, 0.0, 4.0]","[34.0, 62.0, 4.0]"
13911n,0.4217251081550692,1.8214883767026169,"[0.8, 0.0, 0.2]","[0.13, 0.35, 0.52]","[4.0, 0.0, 1.0]","[13.0, 35.0, 52.0]"
34043c,0.19934516837892408,12.397946064107435,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.0, 0.62, 0.38]","[0.0, 0.0, 0.0]","[0.0, 62.0, 38.0]"
46198n,0.3213535946865112,1.7273190672392318,"[0.38461538461538464, 0.15384615384615385, 0.46153846153846156]","[0.02, 0.74, 0.24]","[5.0, 2.0, 6.0]","[2.0, 74.0, 24.0]"
144753e,0.26802809925769805,1.116930832474071,"[0.75, 0.0, 0.25]","[0.62, 0.36, 0.02]","[6.0, 0.0, 2.0]","[62.0, 36.0, 2.0]"
101253c,0.1749571171452258,0.6694538087678465,"[0.625, 0.0, 0.375]","[0.22, 0.16, 0.62]","[5.0, 0.0, 3.0]","[22.0, 16.0, 62.0]"
105561e,0.23645279766002802,0.7369655940910355,"[1.0, 0.0, 0.0]","[0.6, 0.14, 0.26]","[3.0, 0.0, 0.0]","[60.0, 14.0, 26.0]"
22436n,0.11558300297863999,0.5357778507810812,"[0.18181818181818182, 0.36363636363636365, 0.45454545454545453]","[0.43, 0.45, 0.12]","[2.0, 4.0, 5.0]","[43.0, 45.0, 12.0]"
59208n,0.24444932985488393,0.7985143962605478,"[0.36363636363636365, 0.6363636363636364, 0.0]","[0.13, 0.48, 0.39]","[4.0, 7.0, 0.0]","[13.0, 48.0, 39.0]"
104805e,0.5159044360584822,1.8450612490362879,"[0.375, 0.0, 0.625]","[0.12, 0.72, 0.16]","[3.0, 0.0, 5.0]","[12.0, 72.0, 16.0]"
82415n,0.015821691922663497,0.05850296033643726,"[0.4444444444444444, 0.1111111111111111, 0.4444444444444444]","[0.4, 0.22, 0.38]","[4.0, 1.0, 4.0]","[40.0, 22.0, 38.0]"
53619c,0.4335429565472211,1.4776237851359864,"[0.16666666666666666, 0.8333333333333334, 0.0]","[0.07, 0.29, 0.64]","[1.0, 5.0, 0.0]","[7.0, 29.0, 64.0]"
92062c,0.4674308177405925,1.7778575764542308,"[0.4444444444444444, 0.0, 0.5555555555555556]","[0.06, 0.64, 0.3]","[4.0, 0.0, 5.0]","[6.0, 64.0, 30.0]"
30171n,0.26537374235093775,0.8365012676425522,"[1.0, 0.0, 0.0]","[0.56, 0.38, 0.06]","[10.0, 0.0, 0.0]","[56.0, 38.0, 6.0]"
139836n,0.37103088626589786,15.333981503256105,"[0.6, 0.0, 0.4]","[0.66, 0.34, 0.0]","[3.0, 0.0, 2.0]","[66.0, 34.0, 0.0]"
17753n,0.003210735044631908,0.013480335808340932,"[0.8333333333333334, 0.16666666666666666, 0.0]","[0.88, 0.12, 0.0]","[5.0, 1.0, 0.0]","[88.0, 12.0, 0.0]"
80630e,0.5033941140707564,2.555650063864657,"[0.14285714285714285, 0.8571428571428571, 0.0]","[0.89, 0.08, 0.03]","[1.0, 6.0, 0.0]","[89.0, 8.0, 3.0]"
76219n,0.16919485510105411,0.5145731727562505,"[1.0, 0.0, 0.0]","[0.7, 0.25, 0.05]","[8.0, 0.0, 0.0]","[70.0, 25.0, 5.0]"
55572n,0.3118900802421011,1.0036636194978563,"[0.4444444444444444, 0.0, 0.5555555555555556]","[0.24, 0.5, 0.26]","[4.0, 0.0, 5.0]","[24.0, 50.0, 26.0]"
84781e,0.13131878430170024,0.630607372264176,"[0.2857142857142857, 0.21428571428571427, 0.5]","[0.57, 0.31, 0.12]","[4.0, 3.0, 7.0]","[57.0, 31.0, 12.0]"
52171c,0.2598870367621292,1.3159786261655468,"[0.4, 0.0, 0.6]","[0.84, 0.08, 0.08]","[4.0, 0.0, 6.0]","[84.0, 8.0, 8.0]"
23583e,0.32826541887396543,1.064800154160732,"[0.3333333333333333, 0.6666666666666666, 0.0]","[0.14, 0.34, 0.52]","[2.0, 4.0, 0.0]","[14.0, 34.0, 52.0]"
103354n,0.2859364086123402,11.956349906519385,"[0.25, 0.4375, 0.3125]","[0.78, 0.22, 0.0]","[4.0, 7.0, 5.0]","[78.0, 22.0, 0.0]"
21297n,0.5185758977349828,3.422662901356031,"[0.18181818181818182, 0.09090909090909091, 0.7272727272727273]","[0.24, 0.74, 0.02]","[2.0, 1.0, 8.0]","[24.0, 74.0, 2.0]"
19921n,0.35466939202277625,2.35503972594804,"[0.42857142857142855, 0.0, 0.5714285714285714]","[0.83, 0.15, 0.02]","[3.0, 0.0, 4.0]","[83.0, 15.0, 2.0]"
127410n,0.07503069950070328,0.25133842944696916,"[0.2631578947368421, 0.0, 0.7368421052631579]","[0.12, 0.11, 0.77]","[5.0, 0.0, 14.0]","[12.0, 11.0, 77.0]"
135021n,0.514957783975427,1.8365012676387058,"[1.0, 0.0, 0.0]","[0.28, 0.5, 0.22]","[12.0, 0.0, 0.0]","[28.0, 50.0, 22.0]"
111243n,0.12295187638395413,0.9030757246187826,"[0.5, 0.25, 0.25]","[0.78, 0.21, 0.01]","[6.0, 3.0, 3.0]","[78.0, 21.0, 1.0]"
