uid,js_divergence,kl_divergence,model_distribution,human_distribution,model_counts,human_counts
122322e,0.014448577283158102,0.06152527981260569,"[0.6666666666666666, 0.2222222222222222, 0.1111111111111111]","[0.79, 0.15, 0.06]","[6.0, 2.0, 1.0]","[79.0, 15.0, 6.0]"
34776c,0.49342260576014463,1.7369655940889097,"[0.0, 0.0, 1.0]","[0.1, 0.6, 0.3]","[0.0, 0.0, 13.0]","[10.0, 60.0, 30.0]"
25304n,0.6099865470109875,2.321928094807119,"[0.0, 1.0, 0.0]","[0.23, 0.2, 0.57]","[0.0, 3.0, 0.0]","[23.0, 20.0, 57.0]"
2870n,0.04466883597999071,0.18890964788921777,"[0.5, 0.5, 0.0]","[0.74, 0.26, 0.0]","[3.0, 3.0, 0.0]","[74.0, 26.0, 0.0]"
29844c,1.0,39.86313713861194,"[1.0, 0.0, 0.0]","[0.0, 0.54, 0.46]","[5.0, 0.0, 0.0]","[0.0, 54.0, 46.0]"
129464c,0.17462029413916072,0.9076771550187923,"[0.5, 0.14285714285714285, 0.35714285714285715]","[0.48, 0.48, 0.04]","[7.0, 2.0, 5.0]","[48.0, 48.0, 4.0]"
124839c,0.4881457385391016,3.1317022000596646,"[0.5555555555555556, 0.0, 0.4444444444444444]","[0.01, 0.48, 0.51]","[5.0, 0.0, 4.0]","[1.0, 48.0, 51.0]"
56124n,0.009394265527466234,0.03727196421915352,"[0.2222222222222222, 0.3888888888888889, 0.3888888888888889]","[0.31, 0.3, 0.39]","[4.0, 7.0, 7.0]","[31.0, 30.0, 39.0]"
68946c,0.338280892392857,2.0382826168759136,"[0.36363636363636365, 0.18181818181818182, 0.45454545454545453]","[0.01, 0.79, 0.2]","[4.0, 2.0, 5.0]","[1.0, 79.0, 20.0]"
88050c,0.5972091657280026,2.2515387669185176,"[1.0, 0.0, 0.0]","[0.21, 0.03, 0.76]","[3.0, 0.0, 0.0]","[21.0, 3.0, 76.0]"
118415n,0.3498432662835222,1.508607204364534,"[0.5333333333333333, 0.0, 0.4666666666666667]","[0.53, 0.42, 0.05]","[8.0, 0.0, 7.0]","[53.0, 42.0, 5.0]"
133274n,0.2252121604120203,0.7328074922066844,"[0.42857142857142855, 0.0, 0.5714285714285714]","[0.17, 0.36, 0.47]","[6.0, 0.0, 8.0]","[17.0, 36.0, 47.0]"
112349c,0.051809721049520675,0.2095607635957123,"[0.36363636363636365, 0.2727272727272727, 0.36363636363636365]","[0.21, 0.16, 0.63]","[4.0, 3.0, 4.0]","[21.0, 16.0, 63.0]"
88605n,0.19792686134111312,1.282583268745968,"[0.3333333333333333, 0.2222222222222222, 0.4444444444444444]","[0.56, 0.41, 0.03]","[3.0, 2.0, 4.0]","[56.0, 41.0, 3.0]"
14388e,0.17483292312203327,0.9918898597946875,"[0.3888888888888889, 0.16666666666666666, 0.4444444444444444]","[0.56, 0.39, 0.05]","[7.0, 3.0, 8.0]","[56.0, 39.0, 5.0]"
129185n,0.2348987116059055,1.6252159032907438,"[0.22727272727272727, 0.3181818181818182, 0.45454545454545453]","[0.56, 0.42, 0.02]","[5.0, 7.0, 10.0]","[56.0, 42.0, 2.0]"
49227n,0.3613073501360248,1.747812106552346,"[0.0, 0.5454545454545454, 0.45454545454545453]","[0.4, 0.57, 0.03]","[0.0, 6.0, 5.0]","[40.0, 57.0, 3.0]"
91913n,0.15001960759194444,0.7917462875925402,"[0.25, 0.4166666666666667, 0.3333333333333333]","[0.6, 0.36, 0.04]","[3.0, 5.0, 4.0]","[60.0, 36.0, 4.0]"
130680e,0.1421375704722905,8.482687488927104,"[0.6153846153846154, 0.15384615384615385, 0.23076923076923078]","[0.91, 0.09, 0.0]","[8.0, 2.0, 3.0]","[91.0, 9.0, 0.0]"
128160n,0.08290560297211072,0.3608206760061173,"[0.45454545454545453, 0.36363636363636365, 0.18181818181818182]","[0.78, 0.15, 0.07]","[5.0, 4.0, 2.0]","[78.0, 15.0, 7.0]"
49396e,0.0680490742970615,0.2664124386571818,"[0.5, 0.5, 0.0]","[0.72, 0.24, 0.04]","[5.0, 5.0, 0.0]","[72.0, 24.0, 4.0]"
121910c,0.05540614014106389,0.2256025448438853,"[0.3333333333333333, 0.4444444444444444, 0.2222222222222222]","[0.6, 0.23, 0.17]","[3.0, 4.0, 2.0]","[60.0, 23.0, 17.0]"
47408n,0.13528737627267418,0.792824804138444,"[0.36363636363636365, 0.2727272727272727, 0.36363636363636365]","[0.47, 0.49, 0.04]","[4.0, 3.0, 4.0]","[47.0, 49.0, 4.0]"
112402c,0.14886714095318215,0.5677734141673035,"[0.07692307692307693, 0.5384615384615384, 0.38461538461538464]","[0.43, 0.44, 0.13]","[1.0, 7.0, 5.0]","[43.0, 44.0, 13.0]"
71251n,0.35204067988849835,12.813800723012788,"[0.6666666666666666, 0.0, 0.3333333333333333]","[0.63, 0.37, 0.0]","[4.0, 0.0, 2.0]","[63.0, 37.0, 0.0]"
123703e,0.3190507484239106,1.1797709452203846,"[0.8888888888888888, 0.0, 0.1111111111111111]","[0.3, 0.28, 0.42]","[8.0, 0.0, 1.0]","[30.0, 28.0, 42.0]"
19578n,0.0423077750393436,0.1392593634527413,"[0.375, 0.625, 0.0]","[0.24, 0.7, 0.06]","[3.0, 5.0, 0.0]","[24.0, 70.0, 6.0]"
54327n,0.9595312960977062,6.6438561895608785,"[1.0, 0.0, 0.0]","[0.01, 0.57, 0.42]","[4.0, 0.0, 0.0]","[1.0, 57.0, 42.0]"
144408n,0.012404012364522616,0.04893952699403263,"[0.2727272727272727, 0.2727272727272727, 0.45454545454545453]","[0.2, 0.39, 0.41]","[3.0, 3.0, 5.0]","[20.0, 39.0, 41.0]"
72875e,0.24519613441605947,1.9964691779208834,"[0.4444444444444444, 0.1111111111111111, 0.4444444444444444]","[0.88, 0.11, 0.01]","[4.0, 1.0, 4.0]","[88.0, 11.0, 1.0]"
108624c,0.7412960280881047,3.184424571051554,"[0.0, 1.0, 0.0]","[0.47, 0.11, 0.42]","[0.0, 5.0, 0.0]","[47.0, 11.0, 42.0]"
