uid,js_divergence,kl_divergence,model_distribution,human_distribution,model_counts,human_counts
65353n,0.015164781183588648,0.04394334755279244,"[1.0, 0.0, 0.0]","[0.97, 0.03, 0.0]","[2.0, 0.0, 0.0]","[97.0, 3.0, 0.0]"
111243n,0.11983220668354519,0.3584539708415971,"[1.0, 0.0, 0.0]","[0.78, 0.21, 0.01]","[1.0, 0.0, 0.0]","[78.0, 21.0, 1.0]"
98710n,0.3437754167980627,1.1202942336434427,"[1.0, 0.0, 0.0]","[0.46, 0.51, 0.03]","[2.0, 0.0, 0.0]","[46.0, 51.0, 3.0]"
120070n,0.22245044877074757,0.6896598793138501,"[1.0, 0.0, 0.0]","[0.62, 0.33, 0.05]","[1.0, 0.0, 0.0]","[62.0, 33.0, 5.0]"
63013n,0.33549730157687935,1.0892673380216198,"[1.0, 0.0, 0.0]","[0.47, 0.45, 0.08]","[2.0, 0.0, 0.0]","[47.0, 45.0, 8.0]"
17179n,0.440406109581574,19.26485670246342,"[0.5, 0.0, 0.5]","[0.63, 0.37, 0.0]","[1.0, 0.0, 1.0]","[63.0, 37.0, 0.0]"
122062n,0.4330398630967479,1.4739311882589061,"[1.0, 0.0, 0.0]","[0.36, 0.63, 0.01]","[1.0, 0.0, 0.0]","[36.0, 63.0, 1.0]"
102563n,0.05429715565595256,0.2078939511775706,"[0.4, 0.2, 0.4]","[0.24, 0.45, 0.31]","[2.0, 1.0, 2.0]","[24.0, 45.0, 31.0]"
117177n,0.1502606419728018,0.4540316308225456,"[1.0, 0.0, 0.0]","[0.73, 0.25, 0.02]","[2.0, 0.0, 0.0]","[73.0, 25.0, 2.0]"
70711c,0.24624888777210302,0.7901766236950306,"[0.5, 0.5, 0.0]","[0.22, 0.38, 0.4]","[2.0, 2.0, 0.0]","[22.0, 38.0, 40.0]"
127410n,0.12581000123144664,0.3770696490062868,"[0.0, 0.0, 1.0]","[0.12, 0.11, 0.77]","[0.0, 0.0, 1.0]","[12.0, 11.0, 77.0]"
144753n,0.36748997660168703,1.5440200173103102,"[0.5, 0.0, 0.5]","[0.49, 0.45, 0.06]","[2.0, 0.0, 2.0]","[49.0, 45.0, 6.0]"
30894c,0.8776994414539943,4.643856189667383,"[1.0, 0.0, 0.0]","[0.04, 0.67, 0.29]","[1.0, 0.0, 0.0]","[4.0, 67.0, 29.0]"
131623c,0.2580244610443866,0.8109661755363606,"[0.0, 0.0, 1.0]","[0.03, 0.4, 0.57]","[0.0, 0.0, 1.0]","[3.0, 40.0, 57.0]"
83900e,0.2898328488586847,1.2025346650505913,"[0.5, 0.0, 0.5]","[0.59, 0.33, 0.08]","[1.0, 0.0, 1.0]","[59.0, 33.0, 8.0]"
125013e,0.14406499878168014,0.434402824107783,"[1.0, 0.0, 0.0]","[0.74, 0.26, 0.0]","[1.0, 0.0, 0.0]","[74.0, 26.0, 0.0]"
111680e,0.04653012540362909,0.13606154950577617,"[1.0, 0.0, 0.0]","[0.91, 0.07, 0.02]","[1.0, 0.0, 0.0]","[91.0, 7.0, 2.0]"
17576n,0.5260231315791053,1.8889686875336364,"[1.0, 0.0, 0.0]","[0.27, 0.64, 0.09]","[1.0, 0.0, 0.0]","[27.0, 64.0, 9.0]"
105911c,0.4235249907007572,1.4344028240689704,"[1.0, 0.0, 0.0]","[0.37, 0.5, 0.13]","[1.0, 0.0, 0.0]","[37.0, 50.0, 13.0]"
