uid,js_divergence,kl_divergence,model_distribution,human_distribution,model_counts,human_counts
142643c,0.00012229867584463957,0.0004920711161325933,"[0.2, 0.2, 0.6]","[0.2, 0.19, 0.61]","[1.0, 1.0, 3.0]","[20.0, 19.0, 61.0]"
91709c,0.6230646394962768,2.3959286762503322,"[1.0, 0.0, 0.0]","[0.19, 0.49, 0.32]","[1.0, 0.0, 0.0]","[19.0, 49.0, 32.0]"
142729c,0.1139063697658085,0.3400754415243851,"[0.0, 0.0, 1.0]","[0.09, 0.12, 0.79]","[0.0, 0.0, 1.0]","[9.0, 12.0, 79.0]"
50484c,0.20037025951175505,0.7255603556796976,"[0.3333333333333333, 0.0, 0.6666666666666666]","[0.08, 0.28, 0.64]","[1.0, 0.0, 2.0]","[8.0, 28.0, 64.0]"
73444n,0.26537374235093775,0.8365012676434426,"[1.0, 0.0, 0.0]","[0.56, 0.41, 0.03]","[2.0, 0.0, 0.0]","[56.0, 41.0, 3.0]"
132019n,0.1379253809700299,0.4150374992056956,"[1.0, 0.0, 0.0]","[0.75, 0.05, 0.2]","[1.0, 0.0, 0.0]","[75.0, 5.0, 20.0]"
82510e,0.3174647552602568,1.2798959624496875,"[0.5, 0.0, 0.5]","[0.53, 0.39, 0.08]","[1.0, 0.0, 1.0]","[53.0, 39.0, 8.0]"
13964e,0.1565134063627906,0.4739311882942989,"[1.0, 0.0, 0.0]","[0.72, 0.28, 0.0]","[1.0, 0.0, 0.0]","[72.0, 28.0, 0.0]"
132525n,0.3482320844671555,19.0237808548962,"[0.5, 0.5, 0.0]","[0.0, 0.88, 0.12]","[1.0, 1.0, 0.0]","[0.0, 88.0, 12.0]"
70590c,0.3988220866349973,1.9824204595629018,"[0.3333333333333333, 0.6666666666666666, 0.0]","[0.01, 0.49, 0.5]","[1.0, 2.0, 0.0]","[1.0, 49.0, 50.0]"
139836n,0.19529542625770435,0.599462070377821,"[1.0, 0.0, 0.0]","[0.66, 0.34, 0.0]","[2.0, 0.0, 0.0]","[66.0, 34.0, 0.0]"
36715e,0.32833987147429344,2.019892432985162,"[0.5, 0.0, 0.5]","[0.76, 0.22, 0.02]","[1.0, 0.0, 1.0]","[76.0, 22.0, 2.0]"
52542n,0.6642991177133706,2.6438561896969817,"[1.0, 0.0, 0.0]","[0.16, 0.83, 0.01]","[2.0, 0.0, 0.0]","[16.0, 83.0, 1.0]"
