uid,js_divergence,kl_divergence,model_distribution,human_distribution,model_counts,human_counts
141110n,0.017457142133847473,0.053280061307115774,"[0.5, 0.5, 0.0]","[0.54, 0.43, 0.03]","[2.0, 2.0, 0.0]","[54.0, 43.0, 3.0]"
130928n,0.03383619376458948,0.11332576226067818,"[0.6666666666666666, 0.3333333333333333, 0.0]","[0.51, 0.45, 0.04]","[2.0, 1.0, 0.0]","[51.0, 45.0, 4.0]"
124037n,0.1507159269917092,0.732669279441448,"[0.2857142857142857, 0.42857142857142855, 0.2857142857142857]","[0.69, 0.27, 0.04]","[2.0, 3.0, 2.0]","[69.0, 27.0, 4.0]"
136360e,0.1853029080649475,0.8821358625179999,"[0.4, 0.6, 0.0]","[0.86, 0.13, 0.01]","[2.0, 3.0, 0.0]","[86.0, 13.0, 1.0]"
111338c,0.25863939342580905,1.6054483911945328,"[0.5, 0.0, 0.5]","[0.03, 0.07, 0.9]","[2.0, 0.0, 2.0]","[3.0, 7.0, 90.0]"
65353n,0.16826075349072417,1.0789728897051178,"[0.6, 0.4, 0.0]","[0.97, 0.03, 0.0]","[3.0, 2.0, 0.0]","[97.0, 3.0, 0.0]"
13765c,0.04935624245121888,0.23449742366979154,"[0.2857142857142857, 0.42857142857142855, 0.2857142857142857]","[0.09, 0.6, 0.31]","[2.0, 3.0, 2.0]","[9.0, 60.0, 31.0]"
113967e,0.11971370961696805,0.5744119773712786,"[0.375, 0.375, 0.25]","[0.08, 0.73, 0.19]","[3.0, 3.0, 2.0]","[8.0, 73.0, 19.0]"
48223n,0.1693375095790626,0.8042733842511092,"[0.375, 0.375, 0.25]","[0.83, 0.13, 0.04]","[3.0, 3.0, 2.0]","[83.0, 13.0, 4.0]"
67610c,0.327323604495017,1.0588936889777192,"[1.0, 0.0, 0.0]","[0.48, 0.12, 0.4]","[2.0, 0.0, 0.0]","[48.0, 12.0, 40.0]"
15771c,0.1495444987504994,0.6752739727535033,"[0.16666666666666666, 0.5, 0.3333333333333333]","[0.11, 0.13, 0.76]","[1.0, 3.0, 2.0]","[11.0, 13.0, 76.0]"
46650n,0.06999101863837691,0.29849168836172346,"[0.42857142857142855, 0.2857142857142857, 0.2857142857142857]","[0.34, 0.56, 0.1]","[3.0, 2.0, 2.0]","[34.0, 56.0, 10.0]"
50480n,0.09545235514474305,0.48605174571590315,"[0.375, 0.375, 0.25]","[0.67, 0.29, 0.04]","[3.0, 3.0, 2.0]","[67.0, 29.0, 4.0]"
119768n,0.16197341838850002,1.3060383443818036,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.49, 0.5, 0.01]","[2.0, 2.0, 2.0]","[49.0, 50.0, 1.0]"
77654e,0.06826219558661872,0.20091269385508378,"[1.0, 0.0, 0.0]","[0.87, 0.11, 0.02]","[2.0, 0.0, 0.0]","[87.0, 11.0, 2.0]"
140782c,0.0172295341097587,0.0697476476349044,"[0.14285714285714285, 0.42857142857142855, 0.42857142857142855]","[0.09, 0.33, 0.58]","[1.0, 3.0, 3.0]","[9.0, 33.0, 58.0]"
98487c,0.18948299145102235,10.634188257109699,"[0.2857142857142857, 0.42857142857142855, 0.2857142857142857]","[0.0, 0.8, 0.2]","[2.0, 3.0, 2.0]","[0.0, 80.0, 20.0]"
11534n,0.023696252854104243,0.07270915157003972,"[0.6, 0.4, 0.0]","[0.51, 0.45, 0.04]","[3.0, 2.0, 0.0]","[51.0, 45.0, 4.0]"
86331e,0.21409496135351613,1.0830074998507717,"[0.4, 0.6, 0.0]","[0.9, 0.1, 0.0]","[2.0, 3.0, 0.0]","[90.0, 10.0, 0.0]"
113668n,0.019044542547138443,0.0779277094701549,"[0.5, 0.5, 0.0]","[0.66, 0.34, 0.0]","[3.0, 3.0, 0.0]","[66.0, 34.0, 0.0]"
132019n,0.33688169044090394,1.7882212621392266,"[0.4, 0.6, 0.0]","[0.75, 0.05, 0.2]","[2.0, 3.0, 0.0]","[75.0, 5.0, 20.0]"
10916n,0.12849302573417473,0.6216591300927954,"[0.5, 0.5, 0.0]","[0.88, 0.12, 0.0]","[3.0, 3.0, 0.0]","[88.0, 12.0, 0.0]"
10724n,0.13703383083699144,0.7077672073355066,"[0.3, 0.4, 0.3]","[0.04, 0.78, 0.18]","[3.0, 4.0, 3.0]","[4.0, 78.0, 18.0]"
125021c,0.07039988848301029,0.39385618976971326,"[0.25, 0.375, 0.375]","[0.04, 0.48, 0.48]","[2.0, 3.0, 3.0]","[4.0, 48.0, 48.0]"
31113e,0.05270169344983553,0.2072409286365784,"[0.42857142857142855, 0.2857142857142857, 0.2857142857142857]","[0.28, 0.55, 0.17]","[3.0, 2.0, 2.0]","[28.0, 55.0, 17.0]"
15100e,0.12849302573417473,0.6216591300927954,"[0.5, 0.5, 0.0]","[0.88, 0.12, 0.0]","[3.0, 3.0, 0.0]","[88.0, 12.0, 0.0]"
23751c,0.07422692618835365,0.30212858022851286,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.16, 0.65, 0.19]","[3.0, 3.0, 3.0]","[16.0, 65.0, 19.0]"
34176n,0.17031330297374234,1.18463734732331,"[0.25, 0.375, 0.375]","[0.44, 0.54, 0.02]","[2.0, 3.0, 3.0]","[44.0, 54.0, 2.0]"
108624c,0.05452755743592394,0.25678105802089524,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.47, 0.11, 0.42]","[2.0, 2.0, 2.0]","[47.0, 11.0, 42.0]"
2133n,0.1388181093480777,0.599823512254635,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.1, 0.14, 0.76]","[3.0, 3.0, 3.0]","[10.0, 14.0, 76.0]"
120323n,0.17472025794995766,0.9678227524238313,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.75, 0.22, 0.03]","[3.0, 3.0, 3.0]","[75.0, 22.0, 3.0]"
