uid,js_divergence,kl_divergence,model_distribution,human_distribution,model_counts,human_counts
22436n,0.3521609513007118,1.152003093368989,"[0.0, 1.0, 0.0]","[0.43, 0.45, 0.12]","[0.0, 3.0, 0.0]","[43.0, 45.0, 12.0]"
76219n,0.16919485510105411,0.5145731727562505,"[1.0, 0.0, 0.0]","[0.7, 0.25, 0.05]","[2.0, 0.0, 0.0]","[70.0, 25.0, 5.0]"
79106e,0.2313496989121477,0.8076435187492911,"[0.0, 0.5, 0.5]","[0.33, 0.51, 0.16]","[0.0, 2.0, 2.0]","[33.0, 51.0, 16.0]"
82510e,0.39206566219845795,1.5011550802996743,"[0.0, 0.5, 0.5]","[0.53, 0.39, 0.08]","[0.0, 2.0, 2.0]","[53.0, 39.0, 8.0]"
91650n,0.035915901088899256,0.10469737859692899,"[1.0, 0.0, 0.0]","[0.93, 0.05, 0.02]","[3.0, 0.0, 0.0]","[93.0, 5.0, 2.0]"
69975n,0.17723052940217912,0.9120968975892624,"[0.5, 0.25, 0.25]","[0.08, 0.59, 0.33]","[2.0, 1.0, 1.0]","[8.0, 59.0, 33.0]"
81579e,0.18817460862038704,0.8686255431004757,"[0.6666666666666666, 0.0, 0.3333333333333333]","[0.78, 0.18, 0.04]","[2.0, 0.0, 1.0]","[78.0, 18.0, 4.0]"
142430c,0.6936956313574919,2.8365012676338113,"[1.0, 0.0, 0.0]","[0.14, 0.4, 0.46]","[4.0, 0.0, 0.0]","[14.0, 40.0, 46.0]"
93236c,0.03816841317532418,0.14667947131078984,"[0.0, 0.5, 0.5]","[0.02, 0.3, 0.68]","[0.0, 3.0, 3.0]","[2.0, 30.0, 68.0]"
13765c,0.0934457482747801,0.33763157080763334,"[0.0, 0.4, 0.6]","[0.09, 0.6, 0.31]","[0.0, 2.0, 3.0]","[9.0, 60.0, 31.0]"
23280e,0.36357588327431994,1.6186567640941554,"[0.6, 0.0, 0.4]","[0.52, 0.45, 0.03]","[3.0, 0.0, 2.0]","[52.0, 45.0, 3.0]"
118415n,0.027827402844566473,0.08373725106817806,"[0.5, 0.5, 0.0]","[0.53, 0.42, 0.05]","[2.0, 2.0, 0.0]","[53.0, 42.0, 5.0]"
132539e,0.25747889198771345,0.9182506338182976,"[0.5, 0.0, 0.5]","[0.5, 0.36, 0.14]","[2.0, 0.0, 2.0]","[50.0, 36.0, 14.0]"
82528c,0.2032689810821878,0.6280903591912744,"[0.0, 0.4, 0.6]","[0.35, 0.23, 0.42]","[0.0, 2.0, 3.0]","[35.0, 23.0, 42.0]"
80930n,0.3521609513007118,1.1520030933703278,"[1.0, 0.0, 0.0]","[0.45, 0.51, 0.04]","[2.0, 0.0, 0.0]","[45.0, 51.0, 4.0]"
31249e,0.09902818568758637,0.4413838525471462,"[0.6666666666666666, 0.3333333333333333, 0.0]","[0.86, 0.08, 0.06]","[2.0, 1.0, 0.0]","[86.0, 8.0, 6.0]"
72870n,0.4969937986066738,3.455629405181644,"[0.75, 0.25, 0.0]","[0.02, 0.91, 0.07]","[3.0, 1.0, 0.0]","[2.0, 91.0, 7.0]"
16989c,0.23199048816197923,0.7263581198317639,"[0.0, 0.75, 0.25]","[0.39, 0.42, 0.19]","[0.0, 3.0, 1.0]","[39.0, 42.0, 19.0]"
15100e,0.06276448651079403,0.18442457110061097,"[1.0, 0.0, 0.0]","[0.88, 0.12, 0.0]","[3.0, 0.0, 0.0]","[88.0, 12.0, 0.0]"
31113e,0.3903539682170758,1.3981334874928733,"[0.3333333333333333, 0.0, 0.6666666666666666]","[0.28, 0.55, 0.17]","[1.0, 0.0, 2.0]","[28.0, 55.0, 17.0]"
3545n,0.21801164836757825,1.0104629193851005,"[0.0, 0.5, 0.5]","[0.15, 0.77, 0.08]","[0.0, 2.0, 2.0]","[15.0, 77.0, 8.0]"
54383c,0.9021547608988222,5.0588936889343445,"[1.0, 0.0, 0.0]","[0.03, 0.47, 0.5]","[1.0, 0.0, 0.0]","[3.0, 47.0, 50.0]"
23414c,0.36599192820659243,1.3931568568901642,"[0.4, 0.0, 0.6]","[0.4, 0.48, 0.12]","[2.0, 0.0, 3.0]","[40.0, 48.0, 12.0]"
49172n,0.07380424507879545,0.21759143500247072,"[1.0, 0.0, 0.0]","[0.86, 0.13, 0.01]","[3.0, 0.0, 0.0]","[86.0, 13.0, 1.0]"
56124n,0.17635923680929932,0.5389080257209049,"[0.0, 0.4, 0.6]","[0.31, 0.3, 0.39]","[0.0, 2.0, 3.0]","[31.0, 30.0, 39.0]"
18428n,0.10220681824533459,0.3040061868185395,"[1.0, 0.0, 0.0]","[0.81, 0.17, 0.02]","[3.0, 0.0, 0.0]","[81.0, 17.0, 2.0]"
111338e,0.21555782509150787,0.6665762662361991,"[1.0, 0.0, 0.0]","[0.63, 0.37, 0.0]","[1.0, 0.0, 0.0]","[63.0, 37.0, 0.0]"
58557e,0.12581000123144664,0.37706964900652384,"[1.0, 0.0, 0.0]","[0.77, 0.16, 0.07]","[3.0, 0.0, 0.0]","[77.0, 16.0, 7.0]"
5087e,0.13792538097002996,0.4150374992068159,"[1.0, 0.0, 0.0]","[0.75, 0.23, 0.02]","[1.0, 0.0, 0.0]","[75.0, 23.0, 2.0]"
75572n,0.31925145895127804,1.0291463455841796,"[1.0, 0.0, 0.0]","[0.49, 0.43, 0.08]","[3.0, 0.0, 0.0]","[49.0, 43.0, 8.0]"
129081n,0.4841475975001306,1.771347903157898,"[0.6666666666666666, 0.0, 0.3333333333333333]","[0.14, 0.67, 0.19]","[2.0, 0.0, 1.0]","[14.0, 67.0, 19.0]"
100895c,0.276969118984758,1.6383982143279614,"[0.42857142857142855, 0.5714285714285714, 0.0]","[0.02, 0.78, 0.2]","[3.0, 4.0, 0.0]","[2.0, 78.0, 20.0]"
8487n,0.20873545110053368,0.6438561897003113,"[1.0, 0.0, 0.0]","[0.64, 0.28, 0.08]","[3.0, 0.0, 0.0]","[64.0, 28.0, 8.0]"
77299n,0.3437754167980627,1.1202942336420385,"[1.0, 0.0, 0.0]","[0.46, 0.45, 0.09]","[3.0, 0.0, 0.0]","[46.0, 45.0, 9.0]"
111338c,0.09498386236453328,0.46187331744321136,"[0.0, 0.3333333333333333, 0.6666666666666666]","[0.03, 0.07, 0.9]","[0.0, 1.0, 2.0]","[3.0, 7.0, 90.0]"
7449e,0.0716295861243102,0.3982860386301528,"[0.5, 0.25, 0.25]","[0.68, 0.28, 0.04]","[2.0, 1.0, 1.0]","[68.0, 28.0, 4.0]"
30139n,0.22245044877074757,0.6896598793145022,"[1.0, 0.0, 0.0]","[0.62, 0.35, 0.03]","[3.0, 0.0, 0.0]","[62.0, 35.0, 3.0]"
125013e,0.14406499878168005,0.434402824107783,"[1.0, 0.0, 0.0]","[0.74, 0.26, 0.0]","[2.0, 0.0, 0.0]","[74.0, 26.0, 0.0]"
43440n,0.6787881102649856,2.7369655940839372,"[1.0, 0.0, 0.0]","[0.15, 0.64, 0.21]","[2.0, 0.0, 0.0]","[15.0, 64.0, 21.0]"
81356e,0.4545551979077517,1.5730145620140497,"[0.0, 0.3333333333333333, 0.6666666666666666]","[0.66, 0.09, 0.25]","[0.0, 1.0, 2.0]","[66.0, 9.0, 25.0]"
118460n,0.13184072559510335,0.39592867625918177,"[1.0, 0.0, 0.0]","[0.76, 0.22, 0.02]","[2.0, 0.0, 0.0]","[76.0, 22.0, 2.0]"
82156e,0.294400582251885,1.1149926559380856,"[0.6666666666666666, 0.0, 0.3333333333333333]","[0.54, 0.41, 0.05]","[2.0, 0.0, 1.0]","[54.0, 41.0, 5.0]"
138285n,0.12581000123144664,0.3770696490088718,"[1.0, 0.0, 0.0]","[0.77, 0.22, 0.01]","[3.0, 0.0, 0.0]","[77.0, 22.0, 1.0]"
21957n,0.16919485510105411,0.5145731727560464,"[0.0, 1.0, 0.0]","[0.24, 0.7, 0.06]","[0.0, 1.0, 0.0]","[24.0, 70.0, 6.0]"
49237c,0.15685787823978053,0.8049963689499079,"[0.0, 0.5, 0.5]","[0.0, 0.09, 0.91]","[0.0, 2.0, 2.0]","[0.0, 9.0, 91.0]"
128542e,0.09643129419996316,0.28630418511922157,"[1.0, 0.0, 0.0]","[0.82, 0.18, 0.0]","[3.0, 0.0, 0.0]","[82.0, 18.0, 0.0]"
66858n,0.1379253809700299,0.4150374992053622,"[1.0, 0.0, 0.0]","[0.75, 0.18, 0.07]","[3.0, 0.0, 0.0]","[75.0, 18.0, 7.0]"
83722e,0.13184072559510335,0.3959286762580713,"[1.0, 0.0, 0.0]","[0.76, 0.19, 0.05]","[2.0, 0.0, 0.0]","[76.0, 19.0, 5.0]"
97011c,0.02829337341469894,0.11622707862333581,"[0.25, 0.25, 0.5]","[0.38, 0.31, 0.31]","[1.0, 1.0, 2.0]","[38.0, 31.0, 31.0]"
12815n,0.26537374235093775,0.8365012676781449,"[1.0, 0.0, 0.0]","[0.56, 0.44, 0.0]","[3.0, 0.0, 0.0]","[56.0, 44.0, 0.0]"
98487c,0.2255818328033661,9.395952231370236,"[0.25, 0.75, 0.0]","[0.0, 0.8, 0.2]","[1.0, 3.0, 0.0]","[0.0, 80.0, 20.0]"
95186n,0.1662369569261706,1.3203826890965469,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.58, 0.41, 0.01]","[1.0, 1.0, 1.0]","[58.0, 41.0, 1.0]"
138448c,0.06181939344507498,0.3276081140088385,"[0.25, 0.25, 0.5]","[0.35, 0.05, 0.6]","[1.0, 1.0, 2.0]","[35.0, 5.0, 60.0]"
12562n,0.8549974004848321,4.321928094786906,"[0.0, 0.0, 1.0]","[0.65, 0.3, 0.05]","[0.0, 0.0, 1.0]","[65.0, 30.0, 5.0]"
83657c,0.12337007345662726,0.640363155927726,"[0.3333333333333333, 0.5, 0.16666666666666666]","[0.05, 0.54, 0.41]","[2.0, 3.0, 1.0]","[5.0, 54.0, 41.0]"
105179c,0.05229934113612666,0.17163432309340004,"[0.0, 0.3333333333333333, 0.6666666666666666]","[0.07, 0.45, 0.48]","[0.0, 1.0, 2.0]","[7.0, 45.0, 48.0]"
116176c,0.5065973721944752,1.9238705264333489,"[0.0, 0.6, 0.4]","[0.69, 0.26, 0.05]","[0.0, 3.0, 2.0]","[69.0, 26.0, 5.0]"
113668n,0.19529542625770435,0.599462070377821,"[1.0, 0.0, 0.0]","[0.66, 0.34, 0.0]","[2.0, 0.0, 0.0]","[66.0, 34.0, 0.0]"
23751c,0.20198180736881213,0.6214883766714284,"[0.0, 1.0, 0.0]","[0.16, 0.65, 0.19]","[0.0, 3.0, 0.0]","[16.0, 65.0, 19.0]"
8545c,0.13691757870664648,0.5489439102965241,"[0.0, 0.5, 0.5]","[0.11, 0.16, 0.73]","[0.0, 2.0, 2.0]","[11.0, 16.0, 73.0]"
71251n,0.21555782509150787,0.6665762662361991,"[1.0, 0.0, 0.0]","[0.63, 0.37, 0.0]","[3.0, 0.0, 0.0]","[63.0, 37.0, 0.0]"
58016c,0.022377771237445387,0.06731386756745297,"[0.0, 0.3333333333333333, 0.6666666666666666]","[0.04, 0.37, 0.59]","[0.0, 1.0, 2.0]","[4.0, 37.0, 59.0]"
143789n,0.06276448651079403,0.1844245710658474,"[1.0, 0.0, 0.0]","[0.88, 0.07, 0.05]","[3.0, 0.0, 0.0]","[88.0, 7.0, 5.0]"
38477c,0.04210787365509537,0.165555051754397,"[0.0, 0.6, 0.4]","[0.01, 0.37, 0.62]","[0.0, 3.0, 2.0]","[1.0, 37.0, 62.0]"
30894n,0.3606570499491029,1.1844245710635828,"[1.0, 0.0, 0.0]","[0.44, 0.54, 0.02]","[1.0, 0.0, 0.0]","[44.0, 54.0, 2.0]"
47798n,0.6029469555702093,16.07620502163499,"[0.4, 0.0, 0.6]","[0.0, 0.72, 0.28]","[2.0, 0.0, 3.0]","[0.0, 72.0, 28.0]"
14388e,0.28294564534298844,1.080014376008745,"[0.6666666666666666, 0.0, 0.3333333333333333]","[0.56, 0.39, 0.05]","[2.0, 0.0, 1.0]","[56.0, 39.0, 5.0]"
69815n,0.02313622027407278,0.08894086260194031,"[0.0, 0.5, 0.5]","[0.01, 0.65, 0.34]","[0.0, 3.0, 3.0]","[1.0, 65.0, 34.0]"
55888c,0.3496854511518903,1.2180740452466805,"[0.3333333333333333, 0.0, 0.6666666666666666]","[0.07, 0.52, 0.41]","[1.0, 0.0, 2.0]","[7.0, 52.0, 41.0]"
133597n,0.04030735785571585,0.16782174700951208,"[0.16666666666666666, 0.5, 0.3333333333333333]","[0.32, 0.52, 0.16]","[1.0, 3.0, 2.0]","[32.0, 52.0, 16.0]"
33822n,0.8135006794347649,3.836501267625329,"[1.0, 0.0, 0.0]","[0.07, 0.8, 0.13]","[2.0, 0.0, 0.0]","[7.0, 80.0, 13.0]"
53499c,0.1821188257783191,0.5563933484501308,"[0.0, 0.0, 1.0]","[0.23, 0.09, 0.68]","[0.0, 0.0, 3.0]","[23.0, 9.0, 68.0]"
13387e,0.16919485510105411,0.514573172757409,"[1.0, 0.0, 0.0]","[0.7, 0.28, 0.02]","[2.0, 0.0, 0.0]","[70.0, 28.0, 2.0]"
73444n,0.26537374235093775,0.8365012676434426,"[1.0, 0.0, 0.0]","[0.56, 0.41, 0.03]","[3.0, 0.0, 0.0]","[56.0, 41.0, 3.0]"
