uid,js_divergence,kl_divergence,model_distribution,human_distribution,model_counts,human_counts
134514c,0.07316775074144803,0.32237183224539123,"[0.16666666666666666, 0.3333333333333333, 0.5]","[0.07, 0.13, 0.8]","[1.0, 2.0, 3.0]","[7.0, 13.0, 80.0]"
53074n,0.11283976653578724,0.5148648847722481,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.23, 0.69, 0.08]","[0.0, 0.0, 0.0]","[23.0, 69.0, 8.0]"
125013e,0.22692857981833073,12.495356310794076,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.74, 0.26, 0.0]","[0.0, 0.0, 0.0]","[74.0, 26.0, 0.0]"
77654e,0.10276921728162415,0.45804752154156275,"[0.8333333333333334, 0.0, 0.16666666666666666]","[0.87, 0.11, 0.02]","[5.0, 0.0, 1.0]","[87.0, 11.0, 2.0]"
52171c,0.20191497158789692,0.928121214788499,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.84, 0.08, 0.08]","[0.0, 0.0, 0.0]","[84.0, 8.0, 8.0]"
25437n,0.12320559520946302,0.6999551566955596,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.6, 0.36, 0.04]","[0.0, 0.0, 0.0]","[60.0, 36.0, 4.0]"
120070n,0.11617867075851952,0.6187208475036714,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.62, 0.33, 0.05]","[0.0, 0.0, 0.0]","[62.0, 33.0, 5.0]"
113039e,0.3779942988225778,1.2515387669192937,"[1.0, 0.0, 0.0]","[0.42, 0.4, 0.18]","[8.0, 0.0, 0.0]","[42.0, 40.0, 18.0]"
11618c,0.30397164823205586,12.820265655514754,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.0, 0.11, 0.89]","[0.0, 0.0, 0.0]","[0.0, 11.0, 89.0]"
83900e,0.08625537121752215,0.41654796614409756,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.59, 0.33, 0.08]","[0.0, 0.0, 0.0]","[59.0, 33.0, 8.0]"
19768c,0.9289911704818995,5.643856189632098,"[1.0, 0.0, 0.0]","[0.02, 0.37, 0.61]","[3.0, 0.0, 0.0]","[2.0, 37.0, 61.0]"
10724n,0.1782326070276923,0.9071179489437868,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.04, 0.78, 0.18]","[0.0, 0.0, 0.0]","[4.0, 78.0, 18.0]"
137319n,0.2297370192724201,1.555635354235562,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.81, 0.18, 0.01]","[0.0, 0.0, 0.0]","[81.0, 18.0, 1.0]"
14126e,0.0934815946736045,0.3941092100990068,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.12, 0.68, 0.2]","[0.0, 0.0, 0.0]","[12.0, 68.0, 20.0]"
51353e,0.14192454425852769,0.5806843194675475,"[0.7272727272727273, 0.0, 0.2727272727272727]","[0.79, 0.16, 0.05]","[8.0, 0.0, 3.0]","[79.0, 16.0, 5.0]"
46820e,0.06188544010163155,0.28280896458131877,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.34, 0.55, 0.11]","[0.0, 0.0, 0.0]","[34.0, 55.0, 11.0]"
67836n,0.17651963187933067,1.355616804252121,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.01, 0.65, 0.34]","[0.0, 0.0, 0.0]","[1.0, 65.0, 34.0]"
19208c,0.1623255782233822,1.3072174990722036,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.01, 0.47, 0.52]","[0.0, 0.0, 0.0]","[1.0, 47.0, 52.0]"
139362e,0.12750205601730474,0.797757841651102,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.47, 0.5, 0.03]","[0.0, 0.0, 0.0]","[47.0, 50.0, 3.0]"
111338c,0.27189895920921686,1.4308368493359427,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.03, 0.07, 0.9]","[0.0, 0.0, 0.0]","[3.0, 7.0, 90.0]"
66858n,0.2731384633699749,1.3247746440839778,"[0.4444444444444444, 0.0, 0.5555555555555556]","[0.75, 0.18, 0.07]","[8.0, 0.0, 10.0]","[75.0, 18.0, 7.0]"
48553c,0.12859594468304578,0.8014554977350529,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.03, 0.53, 0.44]","[0.0, 0.0, 0.0]","[3.0, 53.0, 44.0]"
41975c,0.0997369878597726,0.4133477093844851,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.14, 0.7, 0.16]","[0.0, 0.0, 0.0]","[14.0, 70.0, 16.0]"
82415n,0.41415244726470696,1.3959286762539616,"[0.0, 0.0, 1.0]","[0.4, 0.22, 0.38]","[0.0, 0.0, 1.0]","[40.0, 22.0, 38.0]"
42388e,0.2549195579421332,12.602728166607717,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.81, 0.19, 0.0]","[0.0, 0.0, 0.0]","[81.0, 19.0, 0.0]"
141321n,0.2206670508485932,0.8627349776237796,"[0.5, 0.0, 0.5]","[0.12, 0.25, 0.63]","[2.0, 0.0, 2.0]","[12.0, 25.0, 63.0]"
38156n,0.1656710843636494,0.7527301582851369,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.14, 0.79, 0.07]","[0.0, 0.0, 0.0]","[14.0, 79.0, 7.0]"
53211n,0.06105600054578071,0.26208112586560506,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.28, 0.59, 0.13]","[0.0, 0.0, 0.0]","[28.0, 59.0, 13.0]"
8257n,0.14406499878168005,0.4344028240736792,"[1.0, 0.0, 0.0]","[0.74, 0.24, 0.02]","[1.0, 0.0, 0.0]","[74.0, 24.0, 2.0]"
118999n,0.17380009740472288,1.0906821484786149,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.71, 0.27, 0.02]","[0.0, 0.0, 0.0]","[71.0, 27.0, 2.0]"
53499c,0.1042003878868426,0.4652437561345959,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.23, 0.09, 0.68]","[0.0, 0.0, 0.0]","[23.0, 9.0, 68.0]"
47404e,0.5972091657280026,2.2515387669168034,"[1.0, 0.0, 0.0]","[0.21, 0.68, 0.11]","[1.0, 0.0, 0.0]","[21.0, 68.0, 11.0]"
47798n,0.37770400322324116,16.490162422517685,"[0.42857142857142855, 0.14285714285714285, 0.42857142857142855]","[0.0, 0.72, 0.28]","[3.0, 1.0, 3.0]","[0.0, 72.0, 28.0]"
114971e,0.002414830419929529,0.00982538073946057,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.36, 0.28, 0.36]","[0.0, 0.0, 0.0]","[36.0, 28.0, 36.0]"
82830n,0.052168417727057485,0.20864476059183074,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.6, 0.2, 0.2]","[0.0, 0.0, 0.0]","[60.0, 20.0, 20.0]"
83248c,0.07145071947365045,0.3174592859275548,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.11, 0.29, 0.6]","[0.0, 0.0, 0.0]","[11.0, 29.0, 60.0]"
116176c,0.1336639417348232,0.6819295991122367,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.69, 0.26, 0.05]","[0.0, 0.0, 0.0]","[69.0, 26.0, 5.0]"
24103n,0.06899746929589887,0.278943688091097,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.18, 0.64, 0.18]","[0.0, 0.0, 0.0]","[18.0, 64.0, 18.0]"
99791n,0.05458286597322279,0.23823003885731137,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.56, 0.31, 0.13]","[0.0, 0.0, 0.0]","[56.0, 31.0, 13.0]"
102563n,0.012100172711496182,0.04855638657418311,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.24, 0.45, 0.31]","[0.0, 0.0, 0.0]","[24.0, 45.0, 31.0]"
12815n,0.19296182470802128,12.376391825152647,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.56, 0.44, 0.0]","[0.0, 0.0, 0.0]","[56.0, 44.0, 0.0]"
75259c,0.028263722086655597,0.12156812426297686,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.36, 0.47, 0.17]","[0.0, 0.0, 0.0]","[36.0, 47.0, 17.0]"
140782c,0.07800874619492601,0.3681269837419251,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.09, 0.33, 0.58]","[0.0, 0.0, 0.0]","[9.0, 33.0, 58.0]"
66225n,0.003581621350288624,0.014191888919590806,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.29, 0.4, 0.31]","[0.0, 0.0, 0.0]","[29.0, 40.0, 31.0]"
8545c,0.11962023855463792,0.5091416298789495,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.11, 0.16, 0.73]","[0.0, 0.0, 0.0]","[11.0, 16.0, 73.0]"
102857n,0.11260921926503213,0.6061931199009726,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.6, 0.35, 0.05]","[0.0, 0.0, 0.0]","[60.0, 35.0, 5.0]"
21340n,0.20865985497793835,1.0010013102785305,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.05, 0.84, 0.11]","[0.0, 0.0, 0.0]","[5.0, 84.0, 11.0]"
17179n,0.20084961039612861,12.403076242341294,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.63, 0.37, 0.0]","[0.0, 0.0, 0.0]","[63.0, 37.0, 0.0]"
72875e,0.273662384383644,1.7526059432519476,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.88, 0.11, 0.01]","[0.0, 0.0, 0.0]","[88.0, 11.0, 1.0]"
134356n,0.18371535604157968,1.127421733584545,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.74, 0.24, 0.02]","[0.0, 0.0, 0.0]","[74.0, 24.0, 2.0]"
74377e,0.1756259088173849,0.5353317329241466,"[1.0, 0.0, 0.0]","[0.69, 0.29, 0.02]","[12.0, 0.0, 0.0]","[69.0, 29.0, 2.0]"
15537n,0.10292804749837964,0.47728240988422366,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.66, 0.26, 0.08]","[0.0, 0.0, 0.0]","[66.0, 26.0, 8.0]"
88605e,0.23495661414719157,1.5772220737216482,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.82, 0.17, 0.01]","[0.0, 0.0, 0.0]","[82.0, 17.0, 1.0]"
77893n,0.16369088634098594,0.9259791250626551,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.72, 0.25, 0.03]","[0.0, 0.0, 0.0]","[72.0, 25.0, 3.0]"
23751e,0.2387006107832305,1.3556168042740555,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.85, 0.13, 0.02]","[0.0, 0.0, 0.0]","[85.0, 13.0, 2.0]"
26142n,0.06276448651079403,0.1844245710662218,"[1.0, 0.0, 0.0]","[0.88, 0.09, 0.03]","[5.0, 0.0, 0.0]","[88.0, 9.0, 3.0]"
62273n,0.07482518199657696,0.37651905167958194,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.46, 0.46, 0.08]","[0.0, 0.0, 0.0]","[46.0, 46.0, 8.0]"
136752e,0.19283842822980785,0.8772388781188485,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.83, 0.09, 0.08]","[0.0, 0.0, 0.0]","[83.0, 9.0, 8.0]"
917c,0.05424949132180756,0.25580757925332553,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.11, 0.46, 0.43]","[0.0, 0.0, 0.0]","[11.0, 46.0, 43.0]"
19803e,0.27892482015844877,1.5616093235887658,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.9, 0.08, 0.02]","[0.0, 0.0, 0.0]","[90.0, 8.0, 2.0]"
112349c,0.06612033471644,0.2690279069597521,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.21, 0.16, 0.63]","[0.0, 0.0, 0.0]","[21.0, 16.0, 63.0]"
30380c,0.11663880401774306,0.5799898416701041,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.28, 0.06, 0.66]","[0.0, 0.0, 0.0]","[28.0, 6.0, 66.0]"
118415n,0.1045012137374903,0.5781716983048534,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.53, 0.42, 0.05]","[0.0, 0.0, 0.0]","[53.0, 42.0, 5.0]"
73191n,0.11432052176288178,0.6121842644810496,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.61, 0.34, 0.05]","[0.0, 0.0, 0.0]","[61.0, 34.0, 5.0]"
35809n,0.12738084812765374,0.7973487405231017,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.48, 0.49, 0.03]","[0.0, 0.0, 0.0]","[48.0, 49.0, 3.0]"
