uid,js_divergence,kl_divergence,model_distribution,human_distribution,model_counts,human_counts
75259c,0.09147038523071302,0.27218228369918684,"[0.4, 0.6, 0.0]","[0.36, 0.47, 0.17]","[2.0, 3.0, 0.0]","[36, 47, 17]"
117089n,0.14090557395031011,0.5660557676667016,"[0.75, 0.25, 0.0]","[0.32, 0.67, 0.01]","[3.0, 1.0, 0.0]","[32, 67, 1]"
107252c,0.021111539247945912,0.06926628380255537,"[0.0, 0.75, 0.25]","[0.03, 0.8, 0.17]","[0.0, 3.0, 1.0]","[3, 80, 17]"
141321n,0.21555782509150792,0.6665762661999605,"[0.0, 0.0, 1.0]","[0.12, 0.25, 0.63]","[0.0, 0.0, 2.0]","[12, 25, 63]"
52854n,0.01406847556160599,0.05541710211877268,"[0.6666666666666666, 0.3333333333333333, 0.0]","[0.53, 0.47, 0.0]","[2.0, 1.0, 0.0]","[53, 47, 0]"
10724n,0.39894230211642717,2.2970929493764856,"[0.6666666666666666, 0.3333333333333333, 0.0]","[0.04, 0.78, 0.18]","[4.0, 2.0, 0.0]","[4, 78, 18]"
134514c,0.17211962197805242,0.7823194440203867,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.07, 0.13, 0.8]","[2.0, 2.0, 2.0]","[7, 13, 80]"
100349e,0.014182336397771732,0.050257311046038484,"[0.75, 0.25, 0.0]","[0.64, 0.35, 0.01]","[3.0, 1.0, 0.0]","[64, 35, 1]"
129601e,0.051899160321315606,0.15200309340850054,"[1.0, 0.0, 0.0]","[0.9, 0.1, 0.0]","[1.0, 0.0, 0.0]","[90, 10, 0]"
109679n,0.11226205190306605,0.5270463513928217,"[0.5, 0.5, 0.0]","[0.86, 0.14, 0.0]","[3.0, 3.0, 0.0]","[86, 14, 0]"
61429c,0.014868510856000583,0.048635180349050566,"[0.0, 0.5, 0.5]","[0.02, 0.41, 0.57]","[0.0, 3.0, 3.0]","[2, 41, 57]"
43891n,0.0,0.0,"[0.0, 0.5, 0.5]","[0.0, 0.5, 0.5]","[0.0, 3.0, 3.0]","[0, 50, 50]"
115821n,0.13080020167226764,0.8089372132433135,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.41, 0.56, 0.03]","[3.0, 3.0, 3.0]","[41, 56, 3]"
12815n,0.26537374235093775,0.8365012676781449,"[1.0, 0.0, 0.0]","[0.56, 0.44, 0.0]","[3.0, 0.0, 0.0]","[56, 44, 0]"
41975c,0.21879855924411742,0.9626360386930437,"[0.6, 0.2, 0.2]","[0.14, 0.7, 0.16]","[3.0, 1.0, 1.0]","[14, 70, 16]"
