uid,js_divergence,kl_divergence,model_distribution,human_distribution,model_counts,human_counts
75259c,0.0007166158090542937,0.002861706219493324,"[0.3333333333333333, 0.5, 0.16666666666666666]","[0.36, 0.47, 0.17]","[2.0, 3.0, 1.0]","[36, 47, 17]"
117089n,0.013525482001379464,0.0494342305884413,"[0.42857142857142855, 0.5714285714285714, 0.0]","[0.32, 0.67, 0.01]","[3.0, 4.0, 0.0]","[32, 67, 1]"
107252c,0.10145471707673695,0.4391607216696881,"[0.0, 0.5, 0.5]","[0.03, 0.8, 0.17]","[0.0, 3.0, 3.0]","[3, 80, 17]"
141321n,0.13223907792646158,0.495679912017565,"[0.0, 0.6, 0.4]","[0.12, 0.25, 0.63]","[0.0, 3.0, 2.0]","[12, 25, 63]"
52854n,0.01406847556160599,0.05541710211877268,"[0.6666666666666666, 0.3333333333333333, 0.0]","[0.53, 0.47, 0.0]","[2.0, 1.0, 0.0]","[53, 47, 0]"
10724n,0.2107196259323191,1.2026901708422084,"[0.4444444444444444, 0.3333333333333333, 0.2222222222222222]","[0.04, 0.78, 0.18]","[4.0, 3.0, 2.0]","[4, 78, 18]"
134514c,0.12457819873338603,0.5515099852616415,"[0.2, 0.4, 0.4]","[0.07, 0.13, 0.8]","[1.0, 2.0, 2.0]","[7, 13, 80]"
100349e,0.0066686042495792,0.02119238850883385,"[0.6, 0.4, 0.0]","[0.64, 0.35, 0.01]","[3.0, 2.0, 0.0]","[64, 35, 1]"
129601e,0.051899160321315606,0.15200309340850054,"[1.0, 0.0, 0.0]","[0.9, 0.1, 0.0]","[1.0, 0.0, 0.0]","[90, 10, 0]"
109679n,0.3707730910360192,8.347095880955145,"[0.2, 0.6, 0.2]","[0.86, 0.14, 0.0]","[1.0, 3.0, 1.0]","[86, 14, 0]"
61429c,0.014868510856000583,0.048635180349050566,"[0.0, 0.5, 0.5]","[0.02, 0.41, 0.57]","[0.0, 3.0, 3.0]","[2, 41, 57]"
43891n,0.31127812445913294,0.9999999999606944,"[0.0, 1.0, 0.0]","[0.0, 0.5, 0.5]","[0.0, 3.0, 0.0]","[0, 50, 50]"
115821n,0.13080020167226764,0.8089372132433135,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.41, 0.56, 0.03]","[3.0, 3.0, 3.0]","[41, 56, 3]"
12815n,0.029090363338632245,0.11220396911280361,"[0.75, 0.25, 0.0]","[0.56, 0.44, 0.0]","[3.0, 1.0, 0.0]","[56, 44, 0]"
41975c,0.21879855924411742,0.9626360386930437,"[0.6, 0.2, 0.2]","[0.14, 0.7, 0.16]","[3.0, 1.0, 1.0]","[14, 70, 16]"
86331e,0.09130503043715799,0.44902249956487406,"[0.6, 0.4, 0.0]","[0.9, 0.1, 0.0]","[3.0, 2.0, 0.0]","[90, 10, 0]"
60732n,0.12336973490214462,0.8011196401606926,"[0.42857142857142855, 0.2857142857142857, 0.2857142857142857]","[0.7, 0.28, 0.02]","[3.0, 2.0, 2.0]","[70, 28, 2]"
124037n,0.23011377879436243,0.9865440511559598,"[0.6666666666666666, 0.0, 0.3333333333333333]","[0.69, 0.27, 0.04]","[2.0, 0.0, 1.0]","[69, 27, 4]"
137319n,0.047187106929963696,0.20102559297846676,"[0.6, 0.4, 0.0]","[0.81, 0.18, 0.01]","[3.0, 2.0, 0.0]","[81, 18, 1]"
101525c,0.1915398078509039,12.3716136013474,"[0.3333333333333333, 0.5, 0.16666666666666666]","[0.0, 0.72, 0.28]","[2.0, 3.0, 1.0]","[0, 72, 28]"
130869n,0.6278468701382862,2.947697478315137,"[0.0, 0.5, 0.5]","[0.77, 0.21, 0.02]","[0.0, 2.0, 2.0]","[77, 21, 2]"
61216c,0.13831391058325307,0.4942521805429006,"[0.0, 0.5, 0.5]","[0.17, 0.2, 0.63]","[0.0, 3.0, 3.0]","[17, 20, 63]"
32754e,0.165539598931389,0.8981331541781857,"[0.375, 0.375, 0.25]","[0.8, 0.18, 0.02]","[3.0, 3.0, 2.0]","[80, 18, 2]"
88605n,0.015542108440599368,0.04547184020345185,"[0.6, 0.4, 0.0]","[0.56, 0.41, 0.03]","[3.0, 2.0, 0.0]","[56, 41, 3]"
